t,set_left_rps,set_right_rps,meas_left_rps,meas_right_rps,out_left,out_right,Kp,Ki,Kd,battery_v
19.663,0.000,10.600,-2.462,2.462,0.9764,-0.5204,0.9000,0.0000,0.0500,
19.739,0.000,10.800,-2.454,2.435,0.9381,-0.2378,0.9000,0.0000,0.0500,
19.805,0.000,11.000,-2.461,2.461,0.9809,-0.2121,0.9000,0.0000,0.0500,
19.888,0.000,11.200,-2.439,2.439,0.8887,0.1075,0.9000,0.0000,0.0500,
19.965,0.000,11.400,-2.512,2.412,1.0000,0.3237,0.9000,0.0000,0.0500,
20.042,0.000,11.600,-2.491,2.415,0.9267,0.4270,0.9000,0.0000,0.0500,
20.124,0.000,11.800,-2.496,2.421,0.9996,0.5955,0.9000,0.0000,0.0500,
20.201,0.000,12.000,-2.488,2.453,0.9591,0.6777,0.9000,0.0000,0.0500,
20.278,0.000,12.200,-2.482,2.425,0.9554,1.0000,0.9000,0.0000,0.0500,
20.350,0.000,12.200,-2.512,2.399,1.0000,1.0000,0.9000,0.0000,0.0500,
20.428,0.000,12.400,-2.469,2.428,0.8516,0.9278,0.9000,0.0000,0.0500,
20.500,0.000,12.600,-2.509,2.414,1.0000,1.0000,0.9000,0.0000,0.0500,
20.565,0.000,12.800,-2.501,2.392,0.9719,1.0000,0.9000,0.0000,0.0500,
20.637,0.000,13.000,-2.543,2.349,1.0000,1.0000,0.9000,0.0000,0.0500,
20.699,0.000,13.200,-2.617,2.295,1.0000,1.0000,0.9000,0.0000,0.0500,
20.771,0.000,13.200,-2.837,2.067,1.0000,1.0000,0.9000,0.0000,0.0500,
20.832,0.000,13.400,-3.893,0.796,1.0000,1.0000,0.9000,0.0000,0.0500,
20.919,0.000,13.600,-3.442,-1.469,-0.5307,1.0000,0.9000,0.0000,0.0500,
20.986,0.000,13.800,-2.811,-2.104,-1.0000,1.0000,0.9000,0.0000,0.0500,
21.058,0.000,14.000,-2.565,-2.323,-0.8083,1.0000,0.9000,0.0000,0.0500,
21.139,0.000,14.200,-2.502,-2.401,-0.4085,1.0000,0.9000,0.0000,0.0500,
21.217,0.000,14.400,-2.461,-2.461,-0.3923,1.0000,0.9000,0.0000,0.0500,
21.292,0.000,14.600,-2.439,-2.459,-0.3630,0.9956,0.9000,0.0000,0.0500,
21.368,0.000,14.800,-2.426,-2.484,-0.3507,1.0000,0.9000,0.0000,0.0500,
21.446,0.000,15.000,-2.418,-2.494,-0.3470,1.0000,0.9000,0.0000,0.0500,
21.523,0.000,15.000,-2.448,-2.466,-0.2271,0.9067,0.9000,0.0000,0.0500,
21.605,0.000,15.200,-2.440,-2.477,-0.3269,1.0000,0.9000,0.0000,0.0500,
21.677,0.000,15.400,-2.443,-2.478,-0.2978,1.0000,0.9000,0.0000,0.0500,
21.759,0.000,15.600,-2.436,-2.476,-0.3283,0.9963,0.9000,0.0000,0.0500,
21.837,0.000,15.800,-2.432,-2.484,-0.3255,1.0000,0.9000,0.0000,0.0500,
21.914,0.000,16.000,-2.134,-2.770,-1.0000,1.0000,0.9000,0.0000,0.0500,
21.968,0.000,16.200,1.303,-3.475,-1.0000,1.0000,0.9000,0.0000,0.0500,
22.041,0.000,16.400,2.278,-2.569,-1.0000,-1.0000,0.9000,0.0000,0.0500,
22.128,0.000,16.400,2.400,-2.532,-1.0000,0.2360,0.9000,0.0000,0.0500,
22.206,0.000,16.600,2.371,-2.529,-0.9008,0.5026,0.9000,0.0000,0.0500,
22.283,0.000,16.800,2.334,-2.576,-0.8463,0.8486,0.9000,0.0000,0.0500,
22.371,0.000,17.000,2.308,-2.607,-0.8516,1.0000,0.9000,0.0000,0.0500,
22.443,0.000,17.200,2.309,-2.627,-0.9194,1.0000,0.9000,0.0000,0.0500,
22.515,0.000,17.400,2.275,-2.636,-0.8018,1.0000,0.9000,0.0000,0.0500,
22.592,0.000,17.600,2.270,-2.652,-0.8717,1.0000,0.9000,0.0000,0.0500,
22.669,0.000,17.800,2.226,-2.698,-0.7324,1.0000,0.9000,0.0000,0.0500,
22.734,0.000,18.000,2.223,-2.676,-0.8344,0.9453,0.9000,0.0000,0.0500,
22.810,0.000,18.200,2.214,-2.683,-0.8079,1.0000,0.9000,0.0000,0.0500,
22.887,0.000,18.400,2.209,-2.681,-0.8166,0.9947,0.9000,0.0000,0.0500,
22.964,0.000,18.600,2.222,-2.693,-0.8720,1.0000,0.9000,0.0000,0.0500,
23.042,0.000,18.600,2.263,-2.640,-0.9794,0.8215,0.9000,0.0000,0.0500,
23.119,0.000,18.800,2.403,-2.515,-1.0000,0.6874,0.9000,0.0000,0.0500,
23.181,0.000,19.000,2.456,-2.456,-1.0000,0.8518,0.9000,0.0000,0.0500,
23.257,0.000,19.000,3.331,-0.178,-1.0000,-1.0000,0.9000,0.0000,0.0500,
23.323,0.000,19.000,3.915,0.893,-1.0000,-1.0000,0.9000,0.0000,0.0500,
23.421,0.000,19.000,3.395,-1.465,0.7668,1.0000,0.9000,0.0000,0.0500,
23.482,0.000,19.000,2.626,-2.255,1.0000,1.0000,0.9000,0.0000,0.0500,
23.553,0.000,19.000,2.461,-2.438,0.7218,1.0000,0.9000,0.0000,0.0500,
23.630,0.000,19.000,2.445,-2.445,0.3617,1.0000,0.9000,0.0000,0.0500,
23.702,0.000,19.000,2.450,-2.487,0.3071,1.0000,0.9000,0.0000,0.0500,
23.779,0.000,19.000,2.442,-2.485,0.3434,0.9916,0.9000,0.0000,0.0500,
23.856,0.000,19.000,2.444,-2.482,0.3195,0.9869,0.9000,0.0000,0.0500,
23.933,0.000,19.000,2.436,-2.492,0.3529,1.0000,0.9000,0.0000,0.0500,
24.010,0.000,19.000,2.446,-2.484,0.2960,0.9708,0.9000,0.0000,0.0500,
24.087,0.000,19.000,2.442,-2.461,0.3351,0.9152,0.9000,0.0000,0.0500,
24.164,0.000,19.000,2.434,-2.490,0.3547,1.0000,0.9000,0.0000,0.0500,
24.234,0.000,19.000,2.426,-2.466,0.3580,0.9141,0.9000,0.0000,0.0500,
24.306,0.000,19.000,2.453,-2.473,0.2506,1.0000,0.9000,0.0000,0.0500,
24.382,0.000,19.000,2.456,-2.456,0.3062,0.9234,0.9000,0.0000,0.0500,
24.464,0.000,19.000,2.483,-2.426,0.2193,0.8662,0.9000,0.0000,0.0500,
24.541,0.000,19.000,2.495,-2.428,0.2484,0.9462,0.9000,0.0000,0.0500,
24.618,0.000,19.000,2.529,-2.397,0.1638,0.8362,0.9000,0.0000,0.0500,
24.715,0.000,19.000,3.300,1.226,-1.0000,-1.0000,0.9000,0.0000,0.0500,
24.797,0.000,19.000,0.574,2.187,1.0000,-1.0000,0.9000,0.0000,0.0500,
24.874,0.000,19.000,-2.558,-2.371,1.0000,1.0000,0.9000,0.0000,0.0500,
24.939,0.000,19.000,-2.423,-2.483,0.5395,1.0000,0.9000,0.0000,0.0500,
25.011,0.000,19.000,-2.352,-2.538,0.6370,1.0000,0.9000,0.0000,0.0500,
25.082,0.000,19.000,-2.318,-2.595,0.6990,1.0000,0.9000,0.0000,0.0500,
25.149,0.000,19.000,-2.273,-2.639,0.6313,1.0000,0.9000,0.0000,0.0500,
25.226,0.000,19.000,-2.268,-2.633,0.7272,0.9810,0.9000,0.0000,0.0500,
25.303,0.000,19.000,-2.265,-2.662,0.7279,1.0000,0.9000,0.0000,0.0500,
25.380,0.000,19.000,-2.270,-2.668,0.7538,1.0000,0.9000,0.0000,0.0500,
25.451,0.000,19.000,-2.238,-2.671,0.6307,1.0000,0.9000,0.0000,0.0500,
25.528,0.000,19.000,-2.247,-2.659,0.7407,0.9598,0.9000,0.0000,0.0500,
25.605,0.000,19.000,-2.267,-2.663,0.7882,1.0000,0.9000,0.0000,0.0500,
25.665,0.000,19.000,-2.253,-2.676,0.6919,1.0000,0.9000,0.0000,0.0500,
25.742,0.000,19.000,-2.255,-2.635,0.7304,0.8598,0.9000,0.0000,0.0500,
25.818,0.000,19.000,-2.211,-2.684,0.5787,1.0000,0.9000,0.0000,0.0500,
25.890,0.000,19.000,-2.218,-2.710,0.7093,1.0000,0.9000,0.0000,0.0500,
25.957,0.000,19.000,-2.199,-2.724,0.6303,1.0000,0.9000,0.0000,0.0500,
26.029,0.000,19.000,-2.181,-2.746,0.6153,1.0000,0.9000,0.0000,0.0500,
26.107,0.000,19.000,-2.163,-2.734,0.5992,0.9590,0.9000,0.0000,0.0500,
26.183,0.000,19.000,-1.989,-2.927,0.0525,1.0000,0.9000,0.0000,0.0500,
26.275,0.000,19.000,1.604,0.038,-1.0000,-1.0000,0.9000,0.0000,0.0500,
26.346,0.000,19.000,-2.612,2.218,1.0000,-1.0000,0.9000,0.0000,0.0500,
26.421,0.000,19.000,-2.837,-2.067,1.0000,1.0000,0.9000,0.0000,0.0500,
26.498,0.000,19.000,-2.426,-2.484,-0.3964,1.0000,0.9000,0.0000,0.0500,
26.575,0.000,19.000,-2.402,-2.533,0.5464,1.0000,0.9000,0.0000,0.0500,
26.652,0.000,19.000,-2.386,-2.518,0.5558,0.9485,0.9000,0.0000,0.0500,
26.729,0.000,19.000,-2.393,-2.545,0.6173,1.0000,0.9000,0.0000,0.0500,
26.806,0.000,19.000,-2.399,-2.511,0.6197,0.8851,0.9000,0.0000,0.0500,
26.889,0.000,19.000,-2.405,-2.499,0.6268,0.9280,0.9000,0.0000,0.0500,
26.965,0.000,19.000,-2.437,-2.522,0.7203,1.0000,0.9000,0.0000,0.0500,
27.043,0.000,19.000,-2.404,-2.518,0.5288,0.9663,0.9000,0.0000,0.0500,
27.108,0.000,19.000,-2.400,-2.532,0.5976,1.0000,0.9000,0.0000,0.0500,
27.185,0.000,19.000,-2.399,-2.488,0.6018,0.8387,0.9000,0.0000,0.0500,
27.262,0.000,19.000,-2.419,-2.494,0.6735,0.9711,0.9000,0.0000,0.0500,
27.345,0.000,19.000,-2.397,-2.529,0.5510,1.0000,0.9000,0.0000,0.0500,
27.422,0.000,19.000,-2.418,-2.523,0.6750,0.9651,0.9000,0.0000,0.0500,
27.499,0.000,19.000,-2.406,-2.519,0.5831,0.9685,0.9000,0.0000,0.0500,
27.575,0.000,19.000,-2.387,-2.538,0.5461,1.0000,0.9000,0.0000,0.0500,
27.652,0.000,19.000,-2.396,-2.528,0.6249,0.9579,0.9000,0.0000,0.0500,
27.729,0.000,19.000,-2.399,-2.531,0.6146,0.9969,0.9000,0.0000,0.0500,
27.806,0.000,19.000,-2.376,-2.527,0.5288,0.9742,0.9000,0.0000,0.0500,
27.872,0.000,19.000,-2.341,-2.542,0.4641,1.0000,0.9000,0.0000,0.0500,
27.943,0.000,19.000,-2.223,-2.697,0.1538,1.0000,0.9000,0.0000,0.0500,
28.034,0.000,19.000,1.727,-1.082,-1.0000,-1.0000,0.9000,0.0000,0.0500,
28.110,0.000,19.000,-2.382,2.464,1.0000,-1.0000,0.9000,0.0000,0.0500,
28.197,0.000,19.000,-1.861,-3.001,-0.7705,1.0000,0.9000,0.0000,0.0500,
28.274,0.000,19.000,-1.406,-3.476,-1.0000,1.0000,0.9000,0.0000,0.0500,
28.365,0.000,19.000,-2.188,-2.754,1.0000,-1.0000,0.9000,0.0000,0.0500,
28.433,0.000,19.000,-2.326,-2.590,1.0000,-0.2085,0.9000,0.0000,0.0500,
28.510,0.000,19.000,-2.372,-2.573,1.0000,0.1448,0.9000,0.0000,0.0500,
28.575,0.000,19.000,-2.392,-2.543,1.0000,0.0852,0.9000,0.0000,0.0500,
28.661,0.000,19.000,-2.380,-2.514,0.9578,0.0637,0.9000,0.0000,0.0500,
28.744,0.000,19.000,-2.415,-2.521,1.0000,0.1575,0.9000,0.0000,0.0500,
28.820,0.000,19.000,-2.372,-2.547,0.8525,0.2309,0.9000,0.0000,0.0500,
28.898,0.000,19.000,-2.386,-2.537,1.0000,0.1302,0.9000,0.0000,0.0500,
28.975,0.000,19.000,-2.379,-2.528,0.9487,0.1251,0.9000,0.0000,0.0500,
29.051,0.000,19.000,-2.403,-2.535,1.0000,0.1698,0.9000,0.0000,0.0500,
29.128,0.000,19.000,-2.393,-2.526,0.9549,0.1212,0.9000,0.0000,0.0500,
29.205,0.000,19.000,-2.371,-2.559,0.9071,0.2602,0.9000,0.0000,0.0500,
29.278,0.000,19.000,-2.385,-2.535,1.0000,0.0913,0.9000,0.0000,0.0500,
29.353,0.000,19.000,-2.365,-2.513,0.9069,0.0793,0.9000,0.0000,0.0500,
29.446,0.000,19.000,-2.375,-2.534,0.9890,0.2037,0.9000,0.0000,0.0500,
29.523,0.000,19.000,-2.360,-2.523,0.9120,0.1147,0.9000,0.0000,0.0500,
29.600,0.000,19.000,-2.386,-2.537,1.0000,0.1897,0.9000,0.0000,0.0500,
29.682,0.000,19.000,-2.381,-2.533,0.9571,0.1410,0.9000,0.0000,0.0500,
29.764,0.000,19.000,-2.380,-2.574,0.9651,0.2919,0.9000,0.0000,0.0500,
29.841,0.000,19.000,-2.316,-2.586,0.7505,0.2308,0.9000,0.0000,0.0500,
29.932,0.000,19.000,-1.569,-3.099,-1.0000,1.0000,0.9000,0.0000,0.0500,
30.008,0.000,19.000,0.581,1.811,-1.0000,-1.0000,0.9000,0.0000,0.0500,
30.063,0.000,19.000,1.077,1.914,-1.0000,-1.0000,0.9000,0.0000,0.0500,
30.140,0.000,19.000,2.585,-2.331,-1.0000,1.0000,0.9000,0.0000,0.0500,
30.231,0.000,19.000,-0.225,-1.984,1.0000,-0.1790,0.9000,0.0000,0.0500,
30.302,0.000,19.000,-2.751,2.185,1.0000,-1.0000,0.9000,0.0000,0.0500,
30.384,0.000,19.000,-3.296,1.618,1.0000,0.9284,0.9000,0.0000,0.0500,
30.454,0.000,19.000,-4.524,0.358,1.0000,1.0000,0.9000,0.0000,0.0500,
30.520,0.000,19.000,-4.456,-0.435,0.7683,1.0000,0.9000,0.0000,0.0500,
30.597,0.000,19.000,-3.659,-1.267,-1.0000,1.0000,0.9000,0.0000,0.0500,
30.663,0.000,19.000,-3.277,-1.620,-1.0000,1.0000,0.9000,0.0000,0.0500,
30.730,0.000,19.000,-3.218,-1.691,-0.3216,1.0000,0.9000,0.0000,0.0500,
30.790,0.000,19.000,-3.147,-1.736,-0.4173,1.0000,0.9000,0.0000,0.0500,
30.862,0.000,19.000,-3.068,-1.827,-0.5090,1.0000,0.9000,0.0000,0.0500,
30.928,0.000,19.000,-3.030,-1.880,-0.4380,1.0000,0.9000,0.0000,0.0500,
30.995,0.000,19.000,-2.901,-2.005,-0.7846,1.0000,0.9000,0.0000,0.0500,
31.072,0.000,19.000,-2.975,-1.943,-0.2098,0.7878,0.9000,0.0000,0.0500,
31.149,0.000,19.000,-3.046,-1.873,-0.1526,0.7067,0.9000,0.0000,0.0500,
31.226,0.000,19.000,-3.005,-1.916,-0.4691,1.0000,0.9000,0.0000,0.0500,
31.303,0.000,19.000,-2.984,-1.926,-0.4392,0.9556,0.9000,0.0000,0.0500,
31.380,0.000,19.000,-2.953,-1.950,-0.4921,1.0000,0.9000,0.0000,0.0500,
31.462,0.000,19.000,-2.959,-1.960,-0.3933,0.9856,0.9000,0.0000,0.0500,
31.532,0.000,19.000,-2.876,-2.054,-0.6904,1.0000,0.9000,0.0000,0.0500,
31.599,0.000,19.000,-2.763,-2.140,-0.8677,1.0000,0.9000,0.0000,0.0500,
31.676,0.000,19.000,0.426,-3.045,-1.0000,1.0000,0.9000,0.0000,0.0500,
31.752,0.000,19.000,2.995,-1.243,-1.0000,-1.0000,0.9000,0.0000,0.0500,
31.824,0.000,19.000,2.705,2.213,-0.0135,-1.0000,0.9000,0.0000,0.0500,
31.920,0.000,19.000,3.058,-0.248,-1.0000,1.0000,0.9000,0.0000,0.0500,
