t,wHeld,nudge,setL,setR,rpsL,rpsR,uFFL,uFFR,uPIDL,uPIDR,outL,outR
38.681,0,1.146,-0.390,0.390,-0.073,0.219,-0.2096,0.2096,-0.0078,-0.2639,-0.2174,0.0021
38.701,0,1.120,-0.450,0.450,-0.215,0.144,-0.2234,0.2234,0.2158,0.3714,-0.1174,0.1021
38.721,0,1.094,-0.510,0.510,-0.220,0.147,-0.2372,0.2372,-0.1629,0.2106,-0.2174,0.2021
38.741,0,1.173,-0.570,0.570,-0.359,0.359,-0.2510,0.2510,0.2226,-0.4058,-0.1174,0.1021
38.761,0,1.146,-0.630,0.630,-0.439,0.366,-0.2648,0.2648,0.0846,0.1423,-0.1802,0.2021
38.781,0,1.120,-0.690,0.690,-0.504,0.432,-0.2786,0.2786,0.0526,-0.0121,-0.2261,0.2665
38.801,0,1.094,-0.750,0.750,-0.658,0.584,-0.2924,0.2924,0.3283,-0.2805,-0.1261,0.1665
38.821,0,1.069,-0.810,0.810,-0.715,0.787,-0.3062,0.3062,0.0860,-0.4936,-0.2203,0.0665
38.842,0,1.173,-0.870,0.870,-0.787,0.715,-0.3200,0.3200,0.1302,0.2720,-0.1898,0.1665
38.861,0,1.146,-0.930,0.930,-0.891,0.816,-0.3338,0.3338,0.2362,-0.1848,-0.0977,0.1491
38.881,0,1.120,-0.990,0.990,-0.943,0.798,-0.3476,0.3476,0.1012,0.1626,-0.1977,0.2491
38.901,0,1.173,-1.050,1.050,-1.012,0.940,-0.3614,0.3614,0.1520,-0.2904,-0.2094,0.1491
38.921,0,1.146,-1.110,1.110,-1.087,1.015,-0.3752,0.3752,0.1734,-0.1295,-0.2018,0.2457
38.941,0,1.120,-1.120,1.120,-1.149,1.077,-0.3775,0.3775,0.1716,-0.1303,-0.2059,0.2472
38.961,0,1.094,-1.094,1.094,-1.186,1.112,-0.3716,0.3716,0.1490,-0.0984,-0.2226,0.2732
38.981,0,1.173,-1.154,1.154,-1.295,1.295,-0.3854,0.3854,0.3564,-0.5421,-0.1226,0.1732
39.001,0,1.146,-1.146,1.146,-1.311,1.311,-0.3835,0.3835,0.1401,-0.1398,-0.2226,0.2437
39.021,0,1.120,-1.120,1.120,-1.457,1.384,-0.3775,0.3775,0.5663,-0.3408,-0.1226,0.1437
39.041,0,1.094,-1.094,1.094,-1.443,1.443,-0.3716,0.3716,0.1735,-0.3556,-0.1982,0.0437
39.062,0,1.069,-1.069,1.069,-1.482,1.411,-0.3659,0.3659,0.3450,-0.1262,-0.0982,0.1437
39.081,0,1.045,-1.045,1.045,-1.427,1.277,-0.3603,0.3603,0.0937,0.1958,-0.1982,0.2437
39.101,0,1.021,-1.021,1.021,-1.505,1.290,-0.3548,0.3548,0.4856,-0.1948,-0.0982,0.1600
39.121,0,0.997,-0.997,0.997,-1.543,1.396,-0.3494,0.3494,0.4216,-0.5031,0.0018,0.0600
39.141,0,0.975,-0.975,0.975,-1.451,1.306,-0.3442,0.3442,0.0562,0.0260,-0.0982,0.1600
39.161,0,0.952,-0.952,0.952,-1.378,1.305,-0.3391,0.3391,0.0712,-0.2093,-0.1982,0.1298
39.181,0,0.931,-0.931,0.931,-1.446,1.301,-0.3341,0.3341,0.4800,-0.2129,-0.0982,0.1212
39.201,0,0.323,-0.871,0.871,-1.505,1.290,-0.3203,0.3203,0.5279,-0.2232,0.0018,0.0971
39.222,0,0.316,-0.811,0.811,-1.425,1.282,-0.3065,0.3065,0.1675,-0.2633,-0.0982,0.0432
39.241,0,0.309,-0.751,0.751,-1.277,1.202,-0.2927,0.2927,-0.0516,-0.0714,-0.1982,0.1432
39.261,0,0.301,-0.691,0.691,-1.374,1.084,-0.2789,0.2789,0.6505,0.0582,-0.0982,0.2432
39.281,0,0.295,-0.631,0.631,-1.309,1.163,-0.2651,0.2651,0.2444,-0.5169,-0.0207,0.1432
39.301,0,0.288,-0.571,0.571,-1.231,1.159,-0.2513,0.2513,0.2023,-0.3412,-0.0490,0.0432
39.321,0,0.281,-0.511,0.511,-1.163,1.091,-0.2375,0.2375,0.2223,-0.1779,-0.0152,0.0595
39.341,0,0.275,-0.451,0.451,-1.016,0.943,-0.2237,0.2237,-0.0305,0.0736,-0.1152,0.1595
39.361,0,0.269,-0.391,0.391,-1.016,0.943,-0.2099,0.2099,0.3746,-0.3312,-0.0152,0.0595
39.381,0,0.262,-0.331,0.331,-0.937,0.865,-0.1961,0.1961,0.1684,-0.1261,-0.0276,0.0699
39.401,0,0.256,-0.271,0.271,-0.803,0.803,-0.1823,0.1823,-0.0166,-0.1636,-0.1276,0.0186
39.421,0,0.251,-0.251,0.251,-0.798,0.725,-0.1776,0.1776,0.3161,-0.0913,-0.0276,0.0864
39.441,0,0.245,-0.245,0.245,-0.725,0.653,-0.1763,0.1763,0.1069,-0.0635,-0.0694,0.1128
39.461,0,0.239,-0.239,0.239,-0.725,0.580,-0.1750,0.1750,0.2918,-0.0233,0.0306,0.1517
39.481,0,0.234,-0.234,0.234,-0.508,0.653,-0.1738,0.1738,-0.3799,-0.4326,-0.0694,0.0517
39.501,0,0.228,-0.228,0.228,-0.435,0.653,-0.1726,0.1726,-0.0571,-0.2549,-0.1694,-0.0483
39.521,0,0.223,-0.223,0.223,-0.580,0.435,-0.1714,0.1714,0.5766,0.4172,-0.0694,0.0517
39.541,0,0.218,-0.218,0.218,-0.580,0.435,-0.1702,0.1702,0.2175,-0.1304,0.0306,0.0397
39.561,0,0.213,-0.213,0.213,-0.363,0.363,-0.1690,0.1690,-0.4544,0.0917,-0.0694,0.1397
39.581,0,0.208,-0.208,0.208,-0.363,0.290,-0.1679,0.1679,0.0927,0.1321,-0.0752,0.2397
39.601,0,0.204,-0.204,0.204,-0.363,0.435,-0.1668,0.1668,0.0954,-0.5016,-0.0714,0.1397
39.621,0,0.199,-0.199,0.199,-0.363,0.580,-0.1657,0.1657,0.0984,-0.5918,-0.0674,0.0397
39.641,0,0.194,-0.194,0.194,-0.290,0.435,-0.1647,0.1647,-0.1240,0.2185,-0.1674,0.1397
39.661,0,0.190,-0.190,0.190,-0.290,0.435,-0.1637,0.1637,0.0602,-0.1474,-0.1035,0.0397
39.681,0,0.186,-0.186,0.186,-0.363,0.363,-0.1627,0.1627,0.2872,0.0756,-0.0035,0.1397
39.701,0,0.181,-0.181,0.181,-0.290,0.363,-0.1617,0.1617,-0.1155,-0.1095,-0.1035,0.0522
39.721,0,0.177,-0.177,0.177,-0.290,0.363,-0.1608,0.1608,0.0677,-0.1111,-0.0931,0.0496
39.741,0,0.173,-0.173,0.173,-0.290,0.290,-0.1598,0.1598,0.0700,0.1113,-0.0898,0.1496
39.761,0,0.169,-0.169,0.169,-0.218,0.290,-0.1589,0.1589,-0.1522,-0.0727,-0.1898,0.0862
39.781,0,0.165,-0.165,0.165,-0.363,0.290,-0.1580,0.1580,0.4811,-0.0749,-0.0898,0.0831
39.801,0,0.162,-0.162,0.162,-0.363,0.290,-0.1572,0.1572,0.1206,-0.0770,-0.0366,0.0801
39.821,0,0.158,-0.158,0.158,-0.290,0.218,-0.1563,0.1563,-0.1018,0.1454,-0.1366,0.1801
39.841,0,0.154,-0.154,0.154,-0.290,0.218,-0.1555,0.1555,0.0814,-0.0379,-0.0741,0.1176
39.861,0,0.151,-0.151,0.151,-0.290,0.363,-0.1547,0.1547,0.0837,-0.4900,-0.0710,0.0176
39.881,0,0.147,-0.147,0.147,-0.217,0.290,-0.1539,0.1539,-0.1397,0.0963,-0.1710,0.1176
39.901,0,0.144,-0.144,0.144,-0.218,0.218,-0.1531,0.1531,0.0447,0.1365,-0.1084,0.2176
39.921,0,0.141,-0.141,0.141,-0.290,0.363,-0.1524,0.1524,0.2714,-0.4963,-0.0084,0.1176
39.941,0,0.137,-0.137,0.137,-0.218,0.508,-0.1516,0.1516,-0.1335,-0.5848,-0.1084,0.0176
39.961,0,0.134,-0.134,0.134,-0.218,0.363,-0.1509,0.1509,0.0500,0.2259,-0.1009,0.1176
39.981,0,0.131,-0.131,0.131,-0.218,0.290,-0.1502,0.1502,0.0518,0.0860,-0.0984,0.2176
40.001,0,0.128,-0.128,0.128,-0.218,0.363,-0.1495,0.1495,0.0536,-0.3219,-0.0959,0.1176
40.021,0,0.125,-0.125,0.125,-0.218,0.435,-0.1488,0.1488,0.0556,-0.3677,-0.0933,0.0176
40.041,0,0.122,-0.122,0.122,-0.218,0.363,-0.1482,0.1482,0.0569,0.0376,-0.0913,0.1176
40.061,0,0.120,-0.120,0.120,-0.218,0.290,-0.1475,0.1475,0.0590,0.0787,-0.0885,0.2176
40.081,0,0.117,-0.117,0.117,-0.218,0.363,-0.1469,0.1469,0.0603,-0.3286,-0.0866,0.1176
40.101,0,0.114,-0.114,0.114,-0.218,0.435,-0.1463,0.1463,0.0622,-0.3743,-0.0841,0.0176
40.121,0,0.112,-0.112,0.112,-0.218,0.363,-0.1457,0.1457,0.0634,0.0310,-0.0822,0.1176
40.141,0,0.109,-0.109,0.109,-0.144,0.217,-0.1451,0.1451,-0.1617,0.3005,-0.1822,0.2176
40.161,0,0.107,-0.107,0.107,-0.216,0.431,-0.1445,0.1445,0.2436,-0.7319,-0.0822,0.1176
40.181,1,0.104,-0.047,0.167,-0.292,0.511,-0.1307,0.1583,0.3373,-0.4044,0.0178,0.0176
40.201,1,0.102,0.013,0.227,-0.146,0.365,0.1231,0.1721,-0.2682,0.2795,-0.0822,0.1176
40.221,1,0.099,0.073,0.287,-0.218,0.290,0.1369,0.1859,0.3532,0.1861,0.0178,0.2176
40.241,1,0.097,0.133,0.347,-0.073,0.363,0.1507,0.1997,-0.2392,-0.1909,-0.0822,0.1176
40.261,1,0.095,0.193,0.407,-0.073,0.363,0.1645,0.2135,0.1596,0.0262,0.0178,0.2176
40.281,1,0.093,0.253,0.467,-0.073,0.508,0.1783,0.2273,0.1955,-0.3874,0.1178,0.1176
40.301,1,0.091,0.313,0.527,0.000,0.508,0.1921,0.2411,0.0067,0.0110,0.1988,0.2176
40.321,1,0.089,0.373,0.587,0.218,0.580,0.2059,0.2549,-0.4506,-0.1773,0.0988,0.1176
40.341,1,0.087,0.433,0.647,0.363,0.581,0.2197,0.2687,-0.3207,0.0391,-0.0012,0.2176
40.361,1,0.085,0.493,0.707,0.216,0.648,0.2335,0.2825,0.5337,-0.1329,0.0988,0.1496
40.381,1,0.083,0.553,0.767,0.216,0.721,0.2473,0.2963,0.2018,-0.1542,0.1988,0.1422
40.401,1,0.081,0.613,0.827,0.293,0.732,0.2611,0.3101,0.0003,0.0269,0.2614,0.2422
40.421,1,0.079,0.673,0.887,0.583,0.874,0.2749,0.3239,-0.6700,-0.3468,0.1614,0.1422
40.441,1,0.077,0.733,0.947,0.653,0.944,0.2887,0.3377,-0.1284,-0.1721,0.1603,0.1656
40.461,1,0.075,0.793,1.007,0.653,0.943,0.3025,0.3515,0.0853,0.0394,0.2603,0.2656
40.481,1,0.074,0.853,1.067,0.793,1.154,0.3163,0.3653,-0.3142,-0.5782,0.1603,0.1656
40.501,1,0.072,0.913,1.127,0.862,1.149,0.3301,0.3791,-0.1410,-0.0025,0.1891,0.2656
40.521,1,0.070,0.973,1.187,0.885,1.254,0.3439,0.3929,-0.0057,-0.3030,0.2891,0.1656
40.541,1,0.069,1.033,1.247,1.088,1.306,0.3577,0.4067,-0.5396,-0.1642,0.1891,0.2425
40.561,1,0.067,1.093,1.307,1.224,1.368,0.3715,0.4205,-0.4190,-0.1936,0.0891,0.2269
40.581,1,0.066,1.153,1.367,1.156,1.517,0.3853,0.4343,0.1684,-0.4636,0.1891,0.1269
40.601,1,0.064,1.213,1.427,1.238,1.456,0.3991,0.4481,-0.2178,0.1362,0.1812,0.2269
40.621,1,0.063,1.273,1.487,1.210,1.566,0.4129,0.4619,0.1077,-0.3214,0.2812,0.1405
40.641,1,0.061,1.333,1.547,1.341,1.564,0.4267,0.4757,-0.3320,-0.0072,0.1812,0.2405
40.662,1,0.060,1.393,1.607,1.404,1.615,0.4405,0.4895,-0.1650,-0.1315,0.2755,0.3405
40.681,1,0.058,1.453,1.667,1.418,1.716,0.4543,0.5033,-0.0119,-0.2825,0.3755,0.2405
40.701,1,0.057,1.513,1.727,1.607,1.753,0.4681,0.5171,-0.5284,-0.1072,0.2755,0.3405
40.721,1,0.056,1.573,1.787,1.669,1.814,0.4819,0.5309,-0.2119,-0.1688,0.2700,0.3621
40.741,1,0.055,1.633,1.847,1.664,1.881,0.4957,0.5447,-0.0059,-0.1876,0.3700,0.3571
40.761,1,0.053,1.693,1.853,1.842,2.055,0.5095,0.5463,-0.5367,-0.5573,0.2700,0.2571
40.781,1,0.052,1.748,1.852,1.905,2.052,0.5220,0.5460,-0.2509,-0.1114,0.2711,0.3571
40.801,1,0.051,1.749,1.851,1.954,2.098,0.5223,0.5457,-0.2437,-0.2646,0.2786,0.2811
40.821,1,0.050,1.750,1.850,1.988,2.135,0.5226,0.5454,-0.2281,-0.2637,0.2944,0.2818
40.841,1,-0.538,1.810,1.790,2.022,2.166,0.5364,0.5316,-0.2114,-0.3026,0.3250,0.2290
40.861,1,-0.525,1.870,1.730,1.978,2.198,0.5502,0.5178,0.0446,-0.3606,0.4250,0.1573
40.881,1,-0.513,1.930,1.670,2.104,2.176,0.5640,0.5040,-0.4184,-0.2498,0.3250,0.2543
40.901,1,-0.502,1.990,1.610,2.170,2.025,0.5778,0.4902,-0.2726,0.1287,0.3052,0.3543
40.922,1,-0.490,2.050,1.550,2.084,2.084,0.5916,0.4764,0.1942,-0.4678,0.4052,0.2543
40.941,1,-0.479,2.110,1.490,2.150,2.075,0.6054,0.4626,-0.1877,-0.3303,0.4176,0.1543
40.962,1,-0.468,2.170,1.430,2.147,2.003,0.6192,0.4488,0.0218,-0.1637,0.5176,0.2543
40.981,1,-0.457,2.230,1.370,2.216,1.995,0.6330,0.4350,-0.1654,-0.3529,0.4675,0.1543
41.001,1,-0.447,2.247,1.353,2.270,1.978,0.6368,0.4312,-0.1501,-0.3323,0.4867,0.0989
41.021,1,-0.437,2.237,1.363,2.237,1.948,0.6345,0.4335,0.0847,-0.2772,0.5867,0.1563
41.041,1,-0.427,2.227,1.373,2.363,1.846,0.6322,0.4358,-0.3976,-0.0283,0.4867,0.2563
41.062,1,-0.417,2.217,1.383,2.377,1.887,0.6299,0.4381,-0.1302,-0.4064,0.4997,0.1563
41.082,1,-0.408,2.208,1.392,2.406,1.823,0.6277,0.4403,-0.1929,-0.0971,0.4349,0.2563
41.101,1,-0.398,2.198,1.402,2.360,1.770,0.6256,0.4424,0.0182,-0.0885,0.5349,0.3539
41.121,1,-0.389,2.189,1.411,2.377,1.801,0.6235,0.4445,-0.1563,-0.3116,0.4672,0.2539
41.143,1,-0.380,2.180,1.420,2.441,1.913,0.6214,0.4466,-0.3161,-0.5772,0.3672,0.1539
41.166,1,-0.372,2.172,1.428,2.397,1.956,0.6195,0.4485,-0.0260,-0.4224,0.4672,0.0539
41.189,1,-0.363,2.163,1.437,2.379,1.929,0.6175,0.4505,-0.0828,-0.2269,0.5347,0.1539
41.209,1,-0.355,2.155,1.445,2.476,1.820,0.6156,0.4524,-0.4347,0.0455,0.4347,0.2539
41.229,1,-0.347,2.147,1.453,2.421,1.761,0.6137,0.4543,-0.0283,-0.0351,0.5347,0.3539
41.249,1,-0.339,2.139,1.461,2.393,1.813,0.6119,0.4561,-0.0825,-0.3420,0.5294,0.2539
41.269,1,-0.331,2.131,1.469,2.441,1.866,0.6101,0.4579,-0.3052,-0.3721,0.4294,0.1539
41.291,1,-0.323,2.123,1.477,2.460,1.861,0.6084,0.4596,-0.2487,-0.2180,0.3597,0.2416
41.311,1,-0.316,2.116,1.484,2.443,1.885,0.6067,0.4613,-0.1558,-0.2995,0.4509,0.1618
41.333,1,-0.309,2.109,1.491,2.403,1.803,0.6050,0.4630,-0.0768,0.0190,0.5283,0.2618
41.352,1,-0.302,2.102,1.498,2.460,1.845,0.6034,0.4646,-0.3565,-0.3140,0.4283,0.1618
41.373,0,-0.295,2.042,1.438,2.442,1.814,0.5896,0.4508,-0.1951,-0.1477,0.3945,0.2618
41.393,0,-0.288,1.982,1.378,2.439,1.848,0.5758,0.4370,-0.2658,-0.3657,0.3100,0.1618
41.412,0,-0.282,1.922,1.318,2.406,1.823,0.5620,0.4232,-0.2086,-0.2406,0.3534,0.1826
41.432,0,-0.275,1.862,1.258,2.332,1.822,0.5482,0.4094,-0.0979,-0.3364,0.4503,0.0826
41.452,0,-0.269,1.802,1.198,2.340,1.755,0.5344,0.3956,-0.3415,-0.1658,0.3503,0.1826
41.473,0,-0.263,1.742,1.138,2.360,1.666,0.5206,0.3818,-0.4213,-0.0941,0.2503,0.2826
41.493,0,-0.257,1.682,1.078,2.332,1.749,0.5068,0.3680,-0.3216,-0.6115,0.1852,0.1826
41.513,0,-0.251,1.622,1.018,2.259,1.749,0.4930,0.3542,-0.1994,-0.4378,0.2852,0.0826
41.533,0,-0.245,1.562,0.958,2.185,1.675,0.4792,0.3404,-0.1880,-0.2451,0.2912,0.0952
41.553,0,-0.240,1.502,0.898,2.170,1.663,0.4654,0.3266,-0.3625,-0.4296,0.1912,-0.0048
41.573,0,-0.234,1.442,0.838,2.197,1.538,0.4516,0.3128,-0.5232,-0.1074,0.0912,0.0952
41.593,0,-0.229,1.382,0.778,2.045,1.534,0.4378,0.2990,-0.0176,-0.4429,0.1912,-0.0048
41.612,0,-0.223,1.322,0.718,1.969,1.531,0.4240,0.2852,-0.1967,-0.4809,0.2273,-0.1048
41.632,0,-0.218,1.262,0.658,1.972,1.315,0.4102,0.2714,-0.4358,0.1466,0.1273,-0.0048
41.652,0,-0.213,1.202,0.598,1.898,1.095,0.3964,0.2576,-0.2315,0.2518,0.1649,0.0952
41.672,0,-0.209,1.142,0.538,1.812,0.942,0.3826,0.2438,-0.1876,0.1399,0.1950,0.1952
41.692,0,-0.204,1.082,0.478,1.815,1.089,0.3688,0.2300,-0.4468,-0.7341,0.0950,0.0952
41.712,0,-0.199,1.022,0.418,1.740,1.232,0.3550,0.2162,-0.2432,-0.8465,0.1118,-0.0048
41.733,0,-0.195,0.962,0.358,1.703,1.135,0.3412,0.2024,-0.3512,-0.2228,0.0118,-0.0204
41.752,0,-0.190,0.902,0.298,1.613,1.027,0.3274,0.1886,-0.2043,-0.1664,0.1118,0.0222
41.772,0,-0.186,0.842,0.238,1.536,0.878,0.3136,0.1748,-0.2233,-0.0114,0.0904,0.1222
41.792,0,-0.182,0.782,0.178,1.530,0.801,0.2998,0.1610,-0.4336,-0.1829,-0.0096,0.0222
41.812,0,-0.177,0.722,0.118,1.446,0.795,0.2860,0.1472,-0.2244,-0.3909,0.0616,-0.0778
41.832,0,-0.173,0.662,0.058,1.382,0.727,0.2722,0.1334,-0.2720,-0.2316,0.0002,-0.0982
41.852,0,-0.169,0.602,-0.002,1.295,0.432,0.2584,-0.1204,-0.1983,0.4791,0.0601,0.0018
41.872,0,-0.165,0.542,-0.062,1.171,0.366,0.2446,-0.1342,-0.0686,-0.0926,0.1601,-0.0982
41.892,0,-0.162,0.482,-0.122,1.302,0.289,0.2308,-0.1480,-0.8179,-0.0548,0.0601,-0.1982
41.912,0,-0.158,0.422,-0.158,1.165,0.073,0.2170,-0.1563,-0.1030,0.4027,0.1140,-0.0982
41.932,0,-0.154,0.362,-0.154,1.233,-0.073,0.2032,-0.1555,-0.6935,0.3141,0.0140,0.0018
41.952,0,-0.151,0.302,-0.151,1.147,0.000,0.1894,-0.1547,-0.2910,-0.2718,-0.0860,-0.0982
41.972,0,-0.147,0.242,-0.147,0.880,-0.073,0.1756,-0.1539,0.2822,0.1389,0.0140,-0.0150
41.992,0,-0.144,0.182,-0.144,0.797,-0.072,0.1618,-0.1531,-0.1591,-0.0453,0.0027,-0.1150
42.012,0,-0.141,0.141,-0.141,0.727,-0.073,0.1524,-0.1524,-0.1791,-0.0401,-0.0268,-0.1924
42.032,0,-0.138,0.138,-0.138,0.726,-0.218,0.1516,-0.1516,-0.3484,0.4104,-0.1268,-0.0924
42.052,0,-0.134,0.134,-0.134,0.504,-0.432,0.1509,-0.1509,0.3319,0.7148,-0.0268,0.0076
42.072,0,-0.131,0.131,-0.131,0.361,-0.217,0.1502,-0.1502,0.2203,-0.4878,0.0732,-0.0924
42.092,0,-0.128,0.128,-0.128,0.294,-0.220,0.1495,-0.1495,0.0684,0.0648,0.1732,-0.0847
42.112,0,-0.125,0.125,-0.125,0.508,-0.290,0.1488,-0.1488,-0.7643,0.2732,0.0732,0.0153
42.132,0,-0.123,0.123,-0.123,0.508,-0.290,0.1482,-0.1482,-0.2314,0.1008,-0.0268,-0.0474
42.152,0,-0.120,0.120,-0.120,0.361,-0.217,0.1475,-0.1475,0.2212,-0.1252,0.0732,-0.1474
42.172,0,-0.117,0.117,-0.117,0.287,-0.359,0.1469,-0.1469,0.0841,0.4998,0.1732,-0.0474
42.192,0,-0.114,0.114,-0.114,0.442,-0.368,0.1463,-0.1463,-0.5832,0.1756,0.0732,0.0293
42.212,0,-0.112,0.112,-0.112,0.363,-0.290,0.1457,-0.1457,0.0473,-0.0881,0.1732,-0.0707
42.232,0,-0.109,0.109,-0.109,0.434,-0.289,0.1451,-0.1451,-0.3731,0.1061,0.0732,-0.0390
42.252,0,-0.107,0.107,-0.107,0.435,-0.217,0.1445,-0.1445,-0.1982,-0.1137,-0.0268,-0.1390
42.272,0,-0.104,0.104,-0.104,0.292,-0.219,0.1440,-0.1440,0.2449,0.0722,0.0732,-0.0718
42.292,0,-0.102,0.102,-0.102,0.363,-0.218,0.1434,-0.1434,-0.3345,0.0669,-0.0268,-0.0765
42.312,0,-0.100,0.100,-0.100,0.217,-0.290,0.1429,-0.1429,0.2924,0.2950,0.0732,0.0235
42.332,0,-0.097,0.097,-0.097,0.289,-0.217,0.1424,-0.1424,-0.2950,-0.1104,-0.0268,-0.0765
42.352,0,-0.095,0.095,-0.095,0.218,-0.218,0.1419,-0.1419,0.1035,0.0773,0.0732,-0.0646
42.372,0,-0.093,0.093,-0.093,0.216,-0.216,0.1414,-0.1414,-0.0694,0.0694,0.0720,-0.0720
42.392,0,-0.091,0.091,-0.091,0.219,-0.219,0.1409,-0.1409,-0.0826,0.0826,0.0583,-0.0582
42.412,0,-0.089,0.089,-0.089,0.289,-0.217,0.1404,-0.1404,-0.2961,0.0720,-0.0417,-0.0684
42.432,0,-0.087,0.087,-0.087,0.218,-0.291,0.1399,-0.1399,0.0979,0.3085,0.0583,0.0316
42.452,0,-0.085,0.085,-0.085,0.145,-0.145,0.1395,-0.1395,0.1470,-0.3289,0.1583,-0.0684
42.472,0,-0.083,0.083,-0.083,0.289,-0.072,0.1390,-0.1390,-0.4824,-0.1887,0.0583,-0.1684
42.492,0,-0.081,0.081,-0.081,0.288,-0.216,0.1386,-0.1386,-0.1228,0.4408,0.0158,-0.0684
42.512,0,-0.079,0.079,-0.079,0.146,-0.292,0.1382,-0.1382,0.3149,0.3178,0.1158,0.0316
42.532,0,-0.077,0.077,-0.077,0.219,-0.073,0.1378,-0.1378,-0.2677,-0.5501,0.0158,-0.0684
42.552,0,-0.075,0.075,-0.075,0.218,-0.073,0.1374,-0.1374,-0.0817,-0.0029,0.0556,-0.1403
42.572,0,-0.074,0.074,-0.074,0.145,-0.217,0.1370,-0.1370,0.1399,0.4469,0.1556,-0.0403
42.592,0,-0.072,0.072,-0.072,0.146,-0.291,0.1366,-0.1366,-0.0465,0.3169,0.0901,0.0597
42.612,0,-0.070,0.070,-0.070,0.145,-0.218,0.1362,-0.1362,-0.0438,-0.0951,0.0924,-0.0403
42.632,0,-0.069,0.069,-0.069,0.144,-0.072,0.1358,-0.1358,-0.0438,-0.3616,0.0920,-0.1403
42.652,0,-0.067,0.067,-0.067,0.073,-0.219,0.1355,-0.1355,0.1757,0.4565,0.1920,-0.0403
42.672,0,-0.066,0.066,-0.066,0.145,-0.289,0.1351,-0.1351,-0.2266,0.3105,0.0920,0.0597
42.692,0,-0.064,0.064,-0.064,0.146,-0.073,0.1348,-0.1348,-0.0514,-0.5356,0.0833,-0.0403
42.712,0,-0.063,0.063,-0.063,0.145,0.000,0.1344,-0.1344,-0.0481,-0.2196,0.0863,-0.1403
42.732,0,-0.061,0.061,-0.061,0.072,-0.072,0.1341,-0.1341,0.1753,0.1874,0.1863,-0.0403
42.752,0,-0.060,0.060,-0.060,0.146,-0.073,0.1338,-0.1338,-0.2345,0.0089,0.0863,-0.1249
42.772,0,-0.059,0.059,-0.059,0.218,-0.073,0.1335,-0.1335,-0.2753,0.0077,-0.0137,-0.1257
42.792,0,-0.057,0.057,-0.057,0.072,-0.072,0.1332,-0.1332,0.3541,0.0084,0.0863,-0.1247
42.812,0,-0.056,0.056,-0.056,0.073,-0.145,0.1329,-0.1329,-0.0109,0.2361,0.1219,-0.0247
42.832,0,-0.055,0.055,-0.055,0.146,-0.146,0.1326,-0.1326,-0.2370,0.0554,0.0219,-0.0771
42.852,0,-0.053,0.053,-0.053,0.072,-0.215,0.1323,-0.1323,0.1733,0.2720,0.1219,0.0229
42.872,0,-0.052,0.052,-0.052,0.073,-0.073,0.1320,-0.1320,-0.0163,-0.3428,0.1157,-0.0771
42.892,0,-0.051,0.051,-0.051,0.218,-0.145,0.1317,-0.1317,-0.4608,0.2359,0.0157,0.0229
42.912,0,-0.050,0.050,-0.050,0.145,0.000,0.1314,-0.1314,0.1258,-0.3925,0.1157,-0.0771
42.932,0,-0.049,0.049,-0.049,0.146,-0.073,0.1312,-0.1312,-0.0610,0.1966,0.0702,0.0229
42.952,0,-0.048,0.048,-0.048,0.218,0.000,0.1309,-0.1309,-0.2818,-0.2106,-0.0298,-0.0771
42.972,0,-0.046,0.046,-0.046,0.000,0.000,0.1307,-0.1307,0.5718,-0.0279,0.0702,-0.1585
42.992,0,-0.045,0.045,-0.045,0.000,-0.073,0.1304,-0.1304,0.0272,0.1980,0.1577,-0.0585
43.012,0,-0.044,0.044,-0.044,0.073,-0.073,0.1302,-0.1302,-0.1991,0.0175,0.0577,-0.1127
43.032,0,-0.043,0.043,-0.043,0.073,-0.073,0.1300,-0.1300,-0.0169,0.0169,0.1131,-0.1131
43.052,0,-0.042,0.042,-0.042,0.145,-0.072,0.1297,-0.1297,-0.2423,0.0178,0.0131,-0.1120
43.072,0,-0.041,0.041,-0.041,0.000,-0.218,0.1295,-0.1295,0.3869,0.4700,0.1131,-0.0120
43.092,0,-0.040,0.040,-0.040,0.072,-0.072,0.1293,-0.1293,-0.2004,-0.3447,0.0131,-0.1120
43.112,0,-0.040,0.040,-0.040,0.073,-0.145,0.1291,-0.1291,-0.0202,0.2454,0.1089,-0.0120
43.132,0,-0.039,0.039,-0.039,0.073,-0.145,0.1289,-0.1289,-0.0201,0.0634,0.1087,-0.0655
43.152,0,-0.038,0.038,-0.038,0.144,-0.072,0.1287,-0.1287,-0.2413,-0.1626,0.0087,-0.1655
43.172,0,-0.037,0.037,-0.037,0.073,-0.220,0.1285,-0.1285,0.1540,0.4799,0.1087,-0.0655
43.192,0,-0.036,0.036,-0.036,0.073,-0.218,0.1283,-0.1283,-0.0200,0.1032,0.1083,-0.0250
43.212,0,-0.035,0.035,-0.035,0.073,-0.145,0.1281,-0.1281,-0.0226,-0.1150,0.1055,-0.1250
43.232,0,-0.034,0.034,-0.034,0.218,-0.145,0.1279,-0.1279,-0.4724,0.0660,0.0055,-0.0619
43.252,0,-0.034,0.034,-0.034,0.145,-0.218,0.1277,-0.1277,0.1144,0.2918,0.1055,0.0381
43.272,0,-0.033,0.033,-0.033,0.144,-0.072,0.1276,-0.1276,-0.0651,-0.3400,0.0624,-0.0619
43.292,0,-0.032,0.032,-0.032,0.219,-0.073,0.1274,-0.1274,-0.2982,0.0264,-0.0376,-0.1009
